date,price,open,high,low,vol,change
2021-07-20,1812.30 ,1813.30 ,1826.20 ,1806.70 ,0.22K,0.12%
2021-07-19,1810.20 ,1813.60 ,1817.90 ,1796.00 ,0.47K,-0.31%
2021-07-16,1815.90 ,1831.50 ,1832.40 ,1812.00 ,0.27K,-0.77%
2021-07-15,1829.90 ,1828.60 ,1834.50 ,1822.00 ,0.18K,0.22%
2021-07-14,1825.90 ,1806.70 ,1831.80 ,1806.00 ,0.09K,0.83%
2021-07-13,1810.80 ,1807.60 ,1817.60 ,1801.10 ,0.15K,0.22%
2021-07-12,1806.80 ,1809.00 ,1809.70 ,1793.10 ,0.19K,-0.26%
2021-07-09,1811.50 ,1801.00 ,1813.80 ,1801.00 ,0.25K,0.58%
2021-07-08,1801.10 ,1804.80 ,1819.90 ,1796.80 ,0.26K,-0.11%
2021-07-07,1803.00 ,1797.10 ,1808.90 ,1797.10 ,0.15K,0.45%
2021-07-06,1795.00 ,1790.70 ,1814.80 ,1790.10 ,0.26K,0.04%
2021-07-05,1794.20 ,1787.50 ,1815.70 ,1784.70 ,276.60K,0.57%
2021-07-02,1784.10 ,1785.50 ,1793.60 ,1778.50 ,0.04K,0.37%
2021-07-01,1777.60 ,1777.50 ,1782.80 ,1769.10 ,0.11K,0.29%
2021-06-30,1772.40 ,1760.00 ,1774.90 ,1756.70 ,0.08K,0.45%
2021-06-29,1764.50 ,1764.50 ,1764.50 ,1764.50 ,239.91K,-0.91%
2021-06-28,1780.70 ,1782.00 ,1786.10 ,1770.40 ,160.79K,0.16%
2021-06-25,1777.80 ,1775.70 ,1791.00 ,1773.60 ,161.20K,0.06%
2021-06-24,1776.70 ,1778.20 ,1788.60 ,1772.70 ,152.23K,-0.38%
2021-06-23,1783.40 ,1779.10 ,1795.60 ,1773.10 ,179.27K,0.34%
2021-06-22,1777.40 ,1783.20 ,1790.10 ,1771.20 ,172.75K,-0.31%
2021-06-21,1782.90 ,1764.30 ,1786.90 ,1764.10 ,195.52K,0.79%
2021-06-18,1769.00 ,1773.90 ,1797.90 ,1761.20 ,264.61K,-0.33%
2021-06-17,1774.80 ,1812.30 ,1826.40 ,1767.90 ,385.89K,-4.65%
2021-06-16,1861.40 ,1861.00 ,1866.00 ,1804.40 ,234.10K,0.27%
2021-06-15,1856.40 ,1867.80 ,1870.90 ,1853.00 ,155.34K,-0.51%
2021-06-14,1865.90 ,1879.60 ,1879.70 ,1845.70 ,242.30K,-0.73%
2021-06-11,1879.60 ,1901.90 ,1906.20 ,1876.10 ,220.46K,-0.89%
2021-06-10,1896.40 ,1891.40 ,1903.00 ,1871.80 ,250.55K,0.05%
2021-06-09,1895.50 ,1894.40 ,1901.70 ,1889.30 ,147.33K,0.06%
2021-06-08,1894.40 ,1901.60 ,1906.90 ,1885.70 ,173.60K,-0.23%
2021-06-07,1898.80 ,1894.30 ,1902.90 ,1883.70 ,146.02K,0.36%
2021-06-04,1892.00 ,1872.70 ,1899.00 ,1855.60 ,228.83K,1.00%
2021-06-03,1873.30 ,1910.50 ,1912.30 ,1866.70 ,278.58K,-1.92%
2021-06-02,1909.90 ,1903.00 ,1911.80 ,1896.40 ,166.04K,0.26%
2021-06-01,1905.00 ,1906.80 ,1919.20 ,1894.50 ,290.65K,0.00%
2021-05-31,1905.00 ,1906.80 ,1919.20 ,1894.50 ,290.65K,-0.02%
2021-05-28,1905.30 ,1899.80 ,1908.80 ,1884.30 ,198.14K,0.36%
2021-05-27,1898.50 ,1899.30 ,1906.50 ,1890.80 ,211.79K,-0.20%
2021-05-26,1902.30 ,1900.50 ,1914.00 ,1891.90 ,2.01K,0.17%
2021-05-25,1899.00 ,1882.50 ,1902.20 ,1874.30 ,1.50K,0.72%
2021-05-24,1885.50 ,1884.30 ,1888.70 ,1876.80 ,0.84K,0.42%
2021-05-21,1877.60 ,1876.60 ,1890.90 ,1871.80 ,0.78K,-0.28%
2021-05-20,1882.80 ,1871.10 ,1885.00 ,1866.20 ,0.92K,0.03%
2021-05-19,1882.30 ,1872.20 ,1891.90 ,1853.90 ,1.01K,0.71%
2021-05-18,1869.00 ,1868.30 ,1876.00 ,1864.30 ,0.58K,0.03%
2021-05-17,1868.50 ,1843.00 ,1869.70 ,1843.00 ,0.39K,1.60%
2021-05-14,1839.10 ,1827.60 ,1847.00 ,1821.90 ,0.21K,0.77%
2021-05-13,1825.00 ,1818.20 ,1829.60 ,1814.70 ,0.14K,0.07%
2021-05-12,1823.70 ,1838.50 ,1844.50 ,1815.10 ,0.60K,-0.72%
2021-05-11,1837.00 ,1837.80 ,1842.40 ,1819.50 ,0.09K,-0.09%
2021-05-10,1838.60 ,1835.30 ,1846.60 ,1834.90 ,0.28K,0.34%
2021-05-07,1832.40 ,1816.20 ,1844.30 ,1815.80 ,0.49K,0.86%
2021-05-06,1816.70 ,1786.60 ,1817.60 ,1785.20 ,0.28K,1.76%
2021-05-05,1785.30 ,1779.90 ,1788.00 ,1775.50 ,0.11K,0.47%
2021-05-04,1777.00 ,1789.40 ,1799.60 ,1775.20 ,0.08K,-0.87%
2021-05-03,1792.60 ,1774.80 ,1796.20 ,1772.90 ,0.07K,1.36%
2021-04-30,1768.60 ,1770.70 ,1772.20 ,1767.20 ,0.04K,-0.05%
2021-04-29,1769.40 ,1769.40 ,1769.40 ,1769.40 ,231.52K,-0.25%
2021-04-28,1773.90 ,1776.40 ,1782.70 ,1761.80 ,198.58K,-0.28%
2021-04-27,1778.80 ,1781.10 ,1785.90 ,1773.90 ,147.95K,-0.07%
2021-04-26,1780.10 ,1776.10 ,1783.10 ,1768.20 ,143.36K,0.13%
2021-04-23,1777.80 ,1784.00 ,1796.30 ,1769.50 ,175.85K,-0.24%
2021-04-22,1782.00 ,1794.50 ,1798.10 ,1777.10 ,163.75K,-0.62%
2021-04-21,1793.10 ,1779.10 ,1798.40 ,1776.60 ,173.97K,0.83%
2021-04-20,1778.40 ,1770.50 ,1780.80 ,1763.50 ,169.04K,0.44%
2021-04-19,1770.60 ,1778.80 ,1790.40 ,1766.60 ,180.73K,-0.54%
2021-04-16,1780.20 ,1764.80 ,1784.70 ,1760.30 ,173.50K,0.76%
2021-04-15,1766.80 ,1736.60 ,1770.60 ,1734.40 ,198.14K,1.76%
2021-04-14,1736.30 ,1746.40 ,1750.70 ,1732.30 ,145.26K,-0.65%
2021-04-13,1747.60 ,1732.20 ,1749.50 ,1723.20 ,175.59K,0.86%
2021-04-12,1732.70 ,1744.50 ,1746.20 ,1727.00 ,125.36K,-0.69%
2021-04-09,1744.80 ,1756.50 ,1758.20 ,1730.80 ,171.40K,-0.76%
2021-04-08,1758.20 ,1738.60 ,1759.40 ,1733.60 ,144.57K,0.95%
2021-04-07,1741.60 ,1744.40 ,1745.40 ,1731.20 ,122.80K,-0.08%
2021-04-06,1743.00 ,1729.20 ,1746.70 ,1728.20 ,152.60K,0.82%
2021-04-05,1728.80 ,1730.00 ,1734.40 ,1721.60 ,101.75K,0.02%
2021-04-01,1728.40 ,1709.00 ,1732.00 ,1706.40 ,170.43K,0.75%
2021-03-31,1715.60 ,1685.90 ,1716.30 ,1677.30 ,210.77K,1.76%
2021-03-30,1686.00 ,1713.00 ,1714.80 ,1678.30 ,225.87K,-1.61%
2021-03-29,1713.60 ,1732.50 ,1732.70 ,1704.90 ,2.56K,-1.15%
2021-03-26,1733.60 ,1727.40 ,1735.90 ,1721.00 ,0.62K,0.42%
2021-03-25,1726.30 ,1735.00 ,1745.10 ,1724.00 ,0.92K,-0.47%
2021-03-24,1734.40 ,1727.60 ,1738.50 ,1724.60 ,0.27K,0.46%
2021-03-23,1726.40 ,1740.40 ,1742.30 ,1724.60 ,0.50K,-0.75%
2021-03-22,1739.40 ,1747.80 ,1747.80 ,1728.50 ,0.36K,-0.20%
2021-03-19,1742.90 ,1735.20 ,1745.60 ,1729.90 ,0.26K,0.53%
2021-03-18,1733.70 ,1745.50 ,1752.60 ,1719.80 ,0.25K,0.31%
2021-03-17,1728.40 ,1732.00 ,1751.00 ,1724.60 ,0.52K,-0.22%
2021-03-16,1732.20 ,1733.70 ,1741.30 ,1726.60 ,0.37K,0.09%
2021-03-15,1730.60 ,1729.30 ,1733.60 ,1723.10 ,0.22K,0.55%
2021-03-12,1721.20 ,1721.30 ,1727.60 ,1698.70 ,0.23K,-0.16%
2021-03-11,1723.90 ,1725.60 ,1738.00 ,1718.40 ,0.21K,0.03%
2021-03-10,1723.30 ,1714.30 ,1725.30 ,1710.00 ,0.19K,0.28%
2021-03-09,1718.50 ,1686.90 ,1719.10 ,1685.90 ,0.15K,2.32%
2021-03-08,1679.60 ,1703.90 ,1712.90 ,1677.20 ,0.16K,-1.22%
2021-03-05,1700.30 ,1689.20 ,1704.50 ,1686.00 ,0.10K,-0.12%
2021-03-04,1702.40 ,1709.50 ,1720.80 ,1692.00 ,0.08K,-0.87%
2021-03-03,1717.30 ,1732.40 ,1732.40 ,1705.00 ,0.09K,-1.03%
2021-03-02,1735.10 ,1720.20 ,1737.30 ,1707.70 ,0.06K,0.62%
2021-03-01,1724.40 ,1739.00 ,1755.00 ,1721.10 ,0.06K,-0.33%
2021-02-26,1730.10 ,1766.80 ,1766.80 ,1720.00 ,0.15K,-2.63%
2021-02-25,1776.90 ,1776.90 ,1776.90 ,1776.90 ,316.25K,-1.17%
2021-02-24,1797.90 ,1805.00 ,1813.00 ,1782.20 ,224.06K,-0.44%
2021-02-23,1805.90 ,1809.30 ,1815.20 ,1794.50 ,191.15K,-0.14%
2021-02-22,1808.40 ,1782.00 ,1812.40 ,1778.60 ,221.20K,1.74%
2021-02-19,1777.40 ,1774.60 ,1790.90 ,1759.00 ,251.78K,0.14%
2021-02-18,1775.00 ,1776.00 ,1788.80 ,1766.60 ,224.77K,0.12%
2021-02-17,1772.80 ,1793.10 ,1794.20 ,1767.90 ,257.34K,-1.46%
2021-02-16,1799.00 ,1826.00 ,1827.10 ,1788.10 ,355.92K,0.00%
2021-02-15,1799.00 ,1826.00 ,1827.10 ,1788.10 ,355.92K,-1.33%
2021-02-12,1823.20 ,1825.40 ,1831.50 ,1810.10 ,171.90K,-0.20%
2021-02-11,1826.80 ,1844.30 ,1848.60 ,1821.70 ,147.02K,-0.86%
2021-02-10,1842.70 ,1838.30 ,1856.60 ,1834.00 ,176.44K,0.28%
2021-02-09,1837.50 ,1832.40 ,1849.50 ,1830.30 ,154.39K,0.18%
2021-02-08,1834.20 ,1818.10 ,1840.60 ,1807.30 ,177.56K,1.17%
2021-02-05,1813.00 ,1794.30 ,1816.00 ,1792.20 ,205.76K,1.22%
2021-02-04,1791.20 ,1834.50 ,1835.70 ,1784.60 ,279.62K,-2.39%
2021-02-03,1835.10 ,1838.50 ,1845.90 ,1830.10 ,137.23K,0.09%
2021-02-02,1833.40 ,1863.60 ,1866.30 ,1830.40 ,236.00K,-1.64%
2021-02-01,1863.90 ,1865.00 ,1876.00 ,1851.70 ,242.05K,0.74%
2021-01-29,1850.30 ,1845.60 ,1878.90 ,1841.20 ,276.17K,0.49%
2021-01-28,1841.20 ,1847.20 ,1867.00 ,1835.60 ,277.59K,-0.30%
2021-01-27,1846.80 ,1851.20 ,1852.30 ,1831.00 ,1.93K,-0.32%
2021-01-26,1852.80 ,1856.00 ,1862.10 ,1849.00 ,0.81K,-0.22%
2021-01-25,1856.90 ,1856.40 ,1868.40 ,1848.00 ,0.99K,-0.05%
2021-01-22,1857.90 ,1871.20 ,1872.20 ,1837.90 ,1.06K,-0.51%
2021-01-21,1867.50 ,1873.00 ,1876.60 ,1859.90 ,0.73K,-0.05%
2021-01-20,1868.50 ,1841.70 ,1873.00 ,1835.40 ,0.62K,1.44%
2021-01-19,1842.00 ,1830.60 ,1846.00 ,1804.20 ,0.40K,0.10%
2021-01-18,1840.20 ,1828.80 ,1845.00 ,1800.80 ,331.59K,0.46%
2021-01-15,1831.70 ,1855.00 ,1856.60 ,1825.30 ,0.38K,-1.17%
2021-01-14,1853.30 ,1848.10 ,1857.20 ,1834.80 ,0.16K,-0.19%
2021-01-13,1856.80 ,1860.00 ,1864.30 ,1845.00 ,0.26K,0.58%
2021-01-12,1846.10 ,1849.30 ,1865.40 ,1839.70 ,0.20K,-0.36%
2021-01-11,1852.70 ,1851.20 ,1854.60 ,1822.00 ,0.15K,0.84%
2021-01-08,1837.30 ,1911.20 ,1913.80 ,1831.40 ,0.93K,-4.09%
2021-01-07,1915.60 ,1924.20 ,1928.80 ,1912.00 ,0.23K,0.27%
2021-01-06,1910.40 ,1957.40 ,1961.40 ,1905.50 ,0.48K,-2.37%
2021-01-05,1956.70 ,1945.50 ,1957.30 ,1943.50 ,0.17K,0.40%
2021-01-04,1949.00 ,1917.80 ,1949.90 ,1917.80 ,0.28K,2.72%
2020-12-31,1897.30 ,1899.80 ,1899.80 ,1899.00 ,0.00K,0.09%
2020-12-30,1895.60 ,1895.60 ,1895.60 ,1895.60 ,133.66K,0.67%
2020-12-29,1882.90 ,1878.00 ,1891.30 ,1875.60 ,149.27K,0.13%
2020-12-28,1880.40 ,1887.00 ,1904.10 ,1873.00 ,196.76K,-0.15%
2020-12-24,1883.20 ,1877.30 ,1887.40 ,1873.10 ,89.41K,0.27%
2020-12-23,1878.10 ,1865.60 ,1883.70 ,1860.90 ,162.54K,0.42%
2020-12-22,1870.30 ,1883.00 ,1889.40 ,1863.70 ,176.02K,-0.66%
2020-12-21,1882.80 ,1892.90 ,1912.00 ,1859.00 ,232.05K,-0.32%
2020-12-18,1888.90 ,1891.30 ,1895.70 ,1881.90 ,153.23K,-0.08%
2020-12-17,1890.40 ,1868.40 ,1902.00 ,1865.90 ,219.87K,1.68%
2020-12-16,1859.10 ,1857.70 ,1870.00 ,1848.20 ,199.68K,0.20%
2020-12-15,1855.30 ,1830.50 ,1859.30 ,1828.50 ,173.61K,1.27%
2020-12-14,1832.10 ,1845.00 ,1845.60 ,1820.00 ,168.49K,-0.62%
2020-12-11,1843.60 ,1840.00 ,1851.80 ,1826.80 ,153.80K,0.34%
2020-12-10,1837.40 ,1843.00 ,1854.20 ,1831.50 ,164.80K,-0.06%
2020-12-09,1838.50 ,1875.40 ,1875.90 ,1828.20 ,219.59K,-1.94%
2020-12-08,1874.90 ,1866.10 ,1879.80 ,1863.90 ,151.79K,0.48%
2020-12-07,1866.00 ,1841.10 ,1873.00 ,1824.80 ,209.04K,1.41%
2020-12-04,1840.00 ,1844.70 ,1852.70 ,1832.00 ,171.26K,-0.06%
2020-12-03,1841.10 ,1833.90 ,1847.40 ,1826.70 ,180.36K,0.60%
2020-12-02,1830.20 ,1819.10 ,1835.70 ,1810.50 ,185.32K,0.62%
2020-12-01,1818.90 ,1780.30 ,1821.10 ,1778.40 ,203.65K,2.13%
2020-11-30,1780.90 ,1790.80 ,1793.30 ,1767.20 ,242.73K,-0.40%
2020-11-27,1788.10 ,1812.10 ,1822.60 ,1776.50 ,282.35K,0.00%
2020-11-26,1788.10 ,1812.10 ,1822.60 ,1776.50 ,282.35K,-1.14%
2020-11-25,1808.80 ,1809.80 ,1818.60 ,1803.00 ,1.49K,0.04%
2020-11-24,1808.10 ,1839.00 ,1840.20 ,1801.10 ,1.28K,-1.81%
2020-11-23,1841.50 ,1872.90 ,1877.50 ,1832.00 ,0.71K,-1.82%
2020-11-20,1875.70 ,1862.90 ,1881.50 ,1862.90 ,0.17K,0.58%
2020-11-19,1864.80 ,1874.80 ,1875.00 ,1854.50 ,0.60K,-0.66%
2020-11-18,1877.10 ,1884.50 ,1887.00 ,1866.60 ,0.30K,-0.62%
2020-11-17,1888.80 ,1891.20 ,1894.00 ,1884.30 ,0.07K,-0.14%
2020-11-16,1891.50 ,1891.50 ,1902.00 ,1867.20 ,0.42K,0.04%
2020-11-13,1890.70 ,1881.50 ,1898.40 ,1881.00 ,0.11K,0.69%
2020-11-12,1877.80 ,1869.00 ,1885.70 ,1866.50 ,0.24K,0.62%
2020-11-11,1866.20 ,1880.50 ,1884.70 ,1860.00 ,0.54K,-0.80%
2020-11-10,1881.20 ,1865.20 ,1890.40 ,1865.20 ,0.20K,1.13%
2020-11-09,1860.10 ,1960.00 ,1963.40 ,1856.00 ,3.76K,-4.87%
2020-11-06,1955.30 ,1948.10 ,1964.20 ,1941.90 ,0.04K,0.26%
2020-11-05,1950.20 ,1909.80 ,1950.40 ,1909.80 ,0.05K,2.66%
2020-11-04,1899.70 ,1899.30 ,1908.90 ,1899.30 ,0.02K,-0.75%
2020-11-03,1914.00 ,1911.60 ,1913.90 ,1911.50 ,0.02K,0.97%
2020-11-02,1895.70 ,1891.00 ,1891.00 ,1891.00 ,0.00K,0.65%
2020-10-30,1883.50 ,1874.80 ,1885.60 ,1874.80 ,0.00K,0.64%
2020-10-29,1871.60 ,1871.60 ,1871.60 ,1871.60 ,225.16K,-0.40%
2020-10-28,1879.20 ,1909.80 ,1912.60 ,1869.10 ,297.09K,-1.71%
2020-10-27,1911.90 ,1904.40 ,1913.80 ,1898.70 ,153.30K,0.33%
2020-10-26,1905.70 ,1906.00 ,1911.10 ,1892.50 ,166.31K,0.03%
2020-10-23,1905.20 ,1906.50 ,1917.30 ,1895.20 ,172.96K,0.03%
2020-10-22,1904.60 ,1927.40 ,1929.40 ,1894.20 ,215.58K,-1.29%
2020-10-21,1929.50 ,1911.60 ,1936.00 ,1911.60 ,201.27K,0.74%
2020-10-20,1915.40 ,1906.40 ,1917.60 ,1896.60 ,163.91K,0.19%
2020-10-19,1911.70 ,1903.20 ,1923.40 ,1900.20 ,159.85K,0.28%
2020-10-16,1906.40 ,1912.70 ,1918.70 ,1901.10 ,146.91K,-0.13%
2020-10-15,1908.90 ,1906.00 ,1913.20 ,1892.70 ,213.57K,0.08%
2020-10-14,1907.30 ,1895.40 ,1917.50 ,1885.00 ,188.30K,0.67%
2020-10-13,1894.60 ,1927.30 ,1930.60 ,1889.30 ,267.54K,-1.78%
2020-10-12,1928.90 ,1935.00 ,1939.40 ,1923.80 ,157.21K,0.14%
2020-10-09,1926.20 ,1898.40 ,1936.80 ,1898.00 ,229.85K,1.64%
2020-10-08,1895.10 ,1890.60 ,1905.30 ,1885.30 ,185.45K,0.23%
2020-10-07,1890.80 ,1882.60 ,1902.40 ,1877.10 ,188.59K,-0.94%
2020-10-06,1908.80 ,1917.80 ,1927.00 ,1878.20 ,219.44K,-0.59%
2020-10-05,1920.10 ,1910.90 ,1924.90 ,1891.20 ,177.59K,0.66%
2020-10-02,1907.60 ,1911.00 ,1923.60 ,1895.20 ,212.73K,-0.45%
2020-10-01,1916.30 ,1891.20 ,1917.90 ,1890.00 ,262.09K,1.10%
2020-09-30,1895.50 ,1903.20 ,1908.20 ,1885.80 ,259.87K,-0.40%
2020-09-29,1903.20 ,1886.40 ,1904.80 ,1880.80 ,217.80K,1.36%
2020-09-28,1877.60 ,1860.40 ,1882.60 ,1848.00 ,0.88K,0.83%
2020-09-25,1862.20 ,1868.00 ,1873.70 ,1851.00 ,0.32K,-0.58%
2020-09-24,1873.00 ,1863.50 ,1876.10 ,1850.00 ,0.37K,0.46%
2020-09-23,1864.50 ,1898.00 ,1904.70 ,1855.00 ,0.25K,-2.04%
2020-09-22,1903.40 ,1916.20 ,1920.10 ,1896.80 ,0.30K,-0.15%
2020-09-21,1906.20 ,1954.80 ,1956.30 ,1887.20 ,0.21K,-2.62%
2020-09-18,1957.50 ,1948.20 ,1961.80 ,1948.20 ,0.03K,0.62%
2020-09-17,1945.40 ,1962.50 ,1964.20 ,1935.00 ,0.12K,-1.06%
2020-09-16,1966.20 ,1958.90 ,1973.10 ,1955.80 ,0.09K,0.22%
2020-09-15,1961.90 ,1968.00 ,1975.00 ,1955.20 ,0.07K,0.16%
2020-09-14,1958.80 ,1943.40 ,1964.30 ,1943.40 ,0.11K,0.80%
2020-09-11,1943.30 ,1948.20 ,1954.30 ,1943.70 ,0.01K,-0.84%
2020-09-10,1959.70 ,1951.30 ,1966.80 ,1946.60 ,0.08K,0.48%
2020-09-09,1950.40 ,1933.60 ,1953.70 ,1929.20 ,0.07K,0.56%
2020-09-08,1939.50 ,1937.40 ,1937.40 ,1909.00 ,0.04K,-0.19%
2020-09-07,1943.20 ,1938.00 ,1948.30 ,1911.70 ,416.01K,0.65%
2020-09-04,1930.60 ,1936.20 ,1950.00 ,1920.00 ,0.04K,-0.17%
2020-09-03,1933.80 ,1939.20 ,1945.50 ,1925.00 ,0.03K,-0.36%
2020-09-02,1940.80 ,1966.30 ,1966.30 ,1940.40 ,0.01K,-1.72%
2020-09-01,1974.80 ,1977.40 ,1978.70 ,1970.20 ,0.01K,0.02%
2020-08-31,1974.50 ,1977.70 ,1977.70 ,1977.70 ,0.00K,0.19%
2020-08-28,1970.80 ,1970.80 ,1970.80 ,1970.80 ,334.10K,2.38%
2020-08-27,1925.00 ,1955.50 ,1978.50 ,1907.40 ,17.61K,-0.98%
2020-08-26,1944.10 ,1930.50 ,1955.50 ,1901.40 ,18.33K,1.49%
2020-08-25,1915.60 ,1927.80 ,1935.80 ,1912.00 ,10.78K,-0.82%
2020-08-24,1931.50 ,1938.90 ,1961.90 ,1923.00 ,10.99K,-0.35%
2020-08-21,1938.30 ,1946.70 ,1954.80 ,1909.60 ,15.21K,0.00%
2020-08-20,1938.30 ,1927.50 ,1955.70 ,1922.60 ,16.99K,-1.28%
2020-08-19,1963.50 ,2002.60 ,2007.00 ,1923.70 ,19.96K,-2.06%
2020-08-18,2004.80 ,1984.90 ,2016.60 ,1977.10 ,16.07K,0.75%
2020-08-17,1989.90 ,1948.20 ,1992.00 ,1931.70 ,13.14K,2.45%
2020-08-14,1942.30 ,1954.50 ,1961.50 ,1932.00 ,10.24K,-1.00%
2020-08-13,1961.90 ,1918.10 ,1966.30 ,1914.90 ,11.69K,1.10%
2020-08-12,1940.50 ,1912.70 ,1952.30 ,1865.00 ,21.92K,0.08%
2020-08-11,1938.90 ,2029.00 ,2031.00 ,1903.20 ,32.06K,-4.50%
2020-08-10,2030.30 ,2034.50 ,2050.90 ,2018.90 ,12.56K,0.61%
2020-08-07,2018.00 ,2065.10 ,2078.00 ,2015.00 ,25.62K,-1.96%
2020-08-06,2058.40 ,2042.60 ,2070.00 ,2037.20 ,18.31K,1.05%
2020-08-05,2037.10 ,2024.70 ,2057.50 ,2015.50 ,24.46K,1.42%
2020-08-04,2008.50 ,1981.70 ,2025.00 ,1971.00 ,17.11K,1.71%
2020-08-03,1974.70 ,1985.20 ,1997.00 ,1963.50 ,11.86K,0.04%
2020-07-31,1973.90 ,1961.00 ,1992.40 ,1960.00 ,14.53K,0.96%
2020-07-30,1955.20 ,1974.30 ,1976.00 ,1941.70 ,21.32K,-0.21%
2020-07-29,1959.40 ,1956.00 ,1980.60 ,1940.30 ,5.75K,0.49%
2020-07-28,1949.90 ,1942.00 ,1980.10 ,1905.90 ,5.68K,0.71%
2020-07-27,1936.20 ,1905.00 ,1946.30 ,1903.60 ,1.87K,1.77%
2020-07-24,1902.50 ,1889.60 ,1910.20 ,1886.50 ,1.78K,0.41%
2020-07-23,1894.80 ,1877.50 ,1903.60 ,1868.20 ,1.31K,1.33%
2020-07-22,1869.90 ,1846.00 ,1876.50 ,1846.00 ,1.44K,1.15%
2020-07-21,1848.70 ,1823.60 ,1849.40 ,1822.50 ,0.54K,1.45%
2020-07-20,1822.20 ,1817.30 ,1828.20 ,1812.90 ,0.32K,0.34%
2020-07-17,1816.00 ,1803.10 ,1818.10 ,1803.00 ,0.10K,0.54%
2020-07-16,1806.30 ,1820.40 ,1821.80 ,1800.60 ,0.21K,-0.78%
2020-07-15,1820.50 ,1819.00 ,1823.40 ,1811.70 ,0.13K,0.04%
2020-07-14,1819.80 ,1811.50 ,1820.50 ,1800.20 ,0.11K,-0.05%
2020-07-13,1820.80 ,1810.60 ,1825.60 ,1810.60 ,0.11K,0.67%
2020-07-10,1808.60 ,1815.50 ,1822.50 ,1804.00 ,0.12K,-0.12%
2020-07-09,1810.70 ,1826.50 ,1831.70 ,1807.50 ,0.15K,-0.87%
2020-07-08,1826.50 ,1813.60 ,1833.00 ,1812.00 ,0.29K,0.59%
2020-07-07,1815.80 ,1801.90 ,1815.90 ,1787.60 ,0.15K,0.93%
2020-07-06,1799.00 ,1793.70 ,1801.60 ,1788.60 ,0.11K,0.31%
2020-07-03,1793.50 ,1787.90 ,1799.00 ,1779.20 ,184.65K,-0.13%
2020-07-02,1795.80 ,1780.00 ,1797.50 ,1773.10 ,0.03K,0.55%
2020-07-01,1785.90 ,1803.30 ,1813.10 ,1773.70 ,0.17K,-1.07%
2020-06-30,1805.20 ,1788.10 ,1806.00 ,1788.00 ,0.07K,1.08%
2020-06-29,1785.90 ,1785.90 ,1785.90 ,1785.90 ,130.51K,0.31%
2020-06-26,1780.30 ,1774.80 ,1786.20 ,1754.00 ,201.23K,0.55%
2020-06-25,1770.60 ,1772.30 ,1779.60 ,1764.10 ,152.20K,-0.25%
2020-06-24,1775.10 ,1784.40 ,1796.10 ,1770.60 ,239.53K,-0.39%
2020-06-23,1782.00 ,1764.90 ,1786.80 ,1758.30 ,194.68K,0.88%
2020-06-22,1766.40 ,1765.80 ,1779.00 ,1753.50 ,228.68K,0.76%
2020-06-19,1753.00 ,1729.80 ,1760.90 ,1728.30 ,181.15K,1.27%
2020-06-18,1731.10 ,1735.50 ,1749.20 ,1722.70 ,155.91K,-0.26%
2020-06-17,1735.60 ,1735.30 ,1739.30 ,1717.30 ,140.07K,-0.05%
2020-06-16,1736.50 ,1732.30 ,1741.30 ,1721.80 ,182.42K,0.54%
2020-06-15,1727.20 ,1740.70 ,1743.80 ,1706.20 ,200.23K,-0.58%
2020-06-12,1737.30 ,1733.60 ,1753.00 ,1728.20 ,151.40K,-0.14%
2020-06-11,1739.80 ,1746.60 ,1754.90 ,1727.50 ,205.35K,1.11%
2020-06-10,1720.70 ,1718.90 ,1749.40 ,1714.10 ,198.76K,-0.07%
2020-06-09,1721.90 ,1703.90 ,1729.40 ,1697.60 ,182.91K,0.99%
2020-06-08,1705.10 ,1686.70 ,1707.60 ,1680.70 ,154.77K,1.31%
2020-06-05,1683.00 ,1720.80 ,1723.20 ,1671.70 ,273.68K,-2.57%
2020-06-04,1727.40 ,1702.80 ,1729.00 ,1698.90 ,198.72K,1.33%
2020-06-03,1704.80 ,1733.70 ,1738.90 ,1690.30 ,256.52K,-1.68%
2020-06-02,1734.00 ,1750.30 ,1757.00 ,1728.00 ,175.35K,-0.93%
2020-06-01,1750.30 ,1749.80 ,1761.00 ,1737.60 ,146.13K,-0.08%
2020-05-29,1751.70 ,1732.70 ,1754.50 ,1725.30 ,150.11K,1.35%
2020-05-28,1728.30 ,1725.00 ,1743.70 ,1720.00 ,164.82K,0.54%
2020-05-27,1719.10 ,1717.20 ,1721.70 ,1693.10 ,3.06K,0.10%
2020-05-26,1717.30 ,1739.80 ,1745.60 ,1711.30 ,3.44K,0.69%
2020-05-25,1705.60 ,1734.80 ,1737.20 ,1700.00 ,313.17K,-2.22%
2020-05-22,1744.30 ,1732.20 ,1748.90 ,1731.10 ,0.46K,0.87%
2020-05-21,1729.20 ,1757.40 ,1757.40 ,1723.40 ,0.56K,-1.68%
2020-05-20,1758.70 ,1756.20 ,1763.00 ,1751.60 ,0.20K,0.41%
2020-05-19,1751.60 ,1742.90 ,1756.20 ,1733.50 ,0.27K,0.69%
2020-05-18,1739.60 ,1766.90 ,1780.00 ,1737.20 ,0.41K,-1.24%
2020-05-15,1761.50 ,1748.20 ,1765.30 ,1743.50 ,0.18K,0.88%
2020-05-14,1746.10 ,1728.40 ,1749.00 ,1724.30 ,0.07K,1.42%
2020-05-13,1721.60 ,1710.00 ,1728.40 ,1707.00 ,0.08K,0.48%
